accuracy,split_method,layer,seed
0.9934216416478724,spatial,layer3,365
1.0,spatial,layer4,365
1.0,spatial,layer5,365
1.0,spatial,layer1,366
0.9977865805722834,spatial,layer2,366
0.9966063686012356,spatial,layer3,366
1.0,spatial,layer4,366
1.0,spatial,layer5,366
1.0,spatial,layer1,367
0.9973858753310588,spatial,layer2,367
0.9956172700026008,spatial,layer3,367
1.0,spatial,layer4,367
1.0,spatial,layer5,367
1.0,spatial,layer1,368
0.990489928941604,spatial,layer2,368
0.9973396658381544,spatial,layer3,368
1.0,spatial,layer4,368
1.0,spatial,layer5,368
1.0,spatial,layer1,369
0.9968058067913814,spatial,layer2,369
0.9956897470550868,spatial,layer3,369
1.0,spatial,layer4,369
1.0,spatial,layer5,369
1.0,spatial,layer1,370
0.9914478052801502,spatial,layer2,370
0.995527739526,spatial,layer3,370
1.0,spatial,layer4,370
1.0,spatial,layer5,370
1.0,spatial,layer1,371
0.9885436463413704,spatial,layer2,371
0.9928375618719544,spatial,layer3,371
1.0,spatial,layer4,371
1.0,spatial,layer5,371
0.9984277446110376,spatial,layer1,372
0.988833680611209,spatial,layer2,372
1.0,spatial,layer3,372
1.0,spatial,layer4,372
1.0,spatial,layer5,372
1.0,spatial,layer1,373
0.990310565643151,spatial,layer2,373
0.991110902680372,spatial,layer3,373
1.0,spatial,layer4,373
1.0,spatial,layer5,373
1.0,spatial,layer1,374
0.997443118936948,spatial,layer2,374
0.9979791692424442,spatial,layer3,374
1.0,spatial,layer4,374
1.0,spatial,layer5,374
1.0,spatial,layer1,375
1.0,spatial,layer2,375
0.9991643822183948,spatial,layer3,375
1.0,spatial,layer4,375
1.0,spatial,layer5,375
1.0,spatial,layer1,376
0.9874750990314382,spatial,layer2,376
1.0,spatial,layer3,376
1.0,spatial,layer4,376
1.0,spatial,layer5,376
1.0,spatial,layer1,377
0.9851739060746916,spatial,layer2,377
1.0,spatial,layer3,377
1.0,spatial,layer4,377
1.0,spatial,layer5,377
1.0,spatial,layer1,378
0.997622482235401,spatial,layer2,378
0.9946068546238228,spatial,layer3,378
1.0,spatial,layer4,378
0.99987515392953,spatial,layer5,378
1.0,spatial,layer1,379
0.9938253230447492,spatial,layer2,379
0.9934003248677292,spatial,layer3,379
1.0,spatial,layer4,379
1.0,spatial,layer5,379
1.0,spatial,layer1,380
0.9861737610575564,spatial,layer2,380
0.999914732879428,spatial,layer3,380
1.0,spatial,layer4,380
1.0,spatial,layer5,380
1.0,spatial,layer1,381
0.8787694914478053,spatial,layer2,381
0.9982776041644462,spatial,layer3,381
1.0,spatial,layer4,381
1.0,spatial,layer5,381
1.0,spatial,layer1,382
0.9945771224020944,spatial,layer2,382
0.992978252620898,spatial,layer3,382
1.0,spatial,layer4,382
1.0,spatial,layer5,382
1.0,spatial,layer1,383
0.99019226219098,spatial,layer2,383
0.999914732879428,spatial,layer3,383
1.0,spatial,layer4,383
1.0,spatial,layer5,383
1.0,spatial,layer1,384
0.9935123913325548,spatial,layer2,384
0.9942657861415348,spatial,layer3,384
1.0,spatial,layer4,384
0.999892178393685,spatial,layer5,384
1.0,spatial,layer1,385
1.0,spatial,layer2,385
0.9944235303145932,spatial,layer3,385
1.0,spatial,layer4,385
1.0,spatial,layer5,385
1.0,spatial,layer1,386
0.9959929475877544,spatial,layer2,386
0.9998379924709132,spatial,layer3,386
1.0,spatial,layer4,386
1.0,spatial,layer5,386
1.0,spatial,layer1,387
0.995630404750456,spatial,layer2,387
0.9887490034405284,spatial,layer3,387
1.0,spatial,layer4,387
1.0,spatial,layer5,387
1.0,spatial,layer1,388
0.9926117585998976,spatial,layer2,388
1.0,spatial,layer3,388
1.0,spatial,layer4,388
0.9993700948262654,spatial,layer5,388
1.0,spatial,layer1,389
0.994748853219762,spatial,layer2,389
1.0,spatial,layer3,389
1.0,spatial,layer4,389
0.999994325178615,spatial,layer5,389
1.0,spatial,layer1,390
0.9913295018279792,spatial,layer2,390
0.9998763626751708,spatial,layer3,390
1.0,spatial,layer4,390
0.9998865035723,spatial,layer5,390
1.0,spatial,layer1,391
0.9911806684526672,spatial,layer2,391
0.9938778207429324,spatial,layer3,391
1.0,spatial,layer4,391
1.0,spatial,layer5,391
1.0,spatial,layer1,392
0.9954472252116106,spatial,layer2,392
0.9946665416082232,spatial,layer3,392
1.0,spatial,layer4,392
0.99980705607291,spatial,layer5,392
1.0,spatial,layer1,393
0.9902151596333356,spatial,layer2,393
0.9964869946324348,spatial,layer3,393
1.0,spatial,layer4,393
0.999926227321995,spatial,layer5,393
1.0,spatial,layer1,394
0.9989963287767424,spatial,layer2,394
0.9902752848987666,spatial,layer3,394
1.0,spatial,layer4,394
1.0,spatial,layer5,394
1.0,spatial,layer1,395
0.9922186858394584,spatial,layer2,395
1.0,spatial,layer3,395
1.0,spatial,layer4,395
1.0,spatial,layer5,395
1.0,spatial,layer1,396
0.9975576061487266,spatial,layer2,396
0.9956300600706864,spatial,layer3,396
1.0,spatial,layer4,396
1.0,spatial,layer5,396
1.0,spatial,layer1,397
0.999832085422725,spatial,layer2,397
1.0,spatial,layer3,397
1.0,spatial,layer4,397
1.0,spatial,layer5,397
1.0,spatial,layer1,398
0.9959318877414726,spatial,layer2,398
0.9921767416875216,spatial,layer3,398
1.0,spatial,layer4,398
1.0,spatial,layer5,398
1.0,spatial,layer1,399
0.9885321976201924,spatial,layer2,399
0.9955149494579144,spatial,layer3,399
1.0,spatial,layer4,399
1.0,spatial,layer5,399
1.0,spatial,layer1,400
0.9970271487341532,spatial,layer2,400
1.0,spatial,layer3,400
1.0,spatial,layer4,400
0.999994325178615,spatial,layer5,400
1.0,spatial,layer1,401
0.9888527618131722,spatial,layer2,401
0.9968152730466368,spatial,layer3,401
1.0,spatial,layer4,401
1.0,spatial,layer5,401
1.0,spatial,layer1,402
0.994283271891863,spatial,layer2,402
0.9944960073670792,spatial,layer3,402
1.0,spatial,layer4,402
0.9998808287509152,spatial,layer5,402
1.0,spatial,layer1,403
0.9905700699898488,spatial,layer2,403
0.9945429042833938,spatial,layer3,403
1.0,spatial,layer4,403
1.0,spatial,layer5,403
1.0,spatial,layer1,404
0.9883986292064508,spatial,layer2,404
0.9975272535034128,spatial,layer3,404
1.0,spatial,layer4,404
0.9997786819659852,spatial,layer5,404
1.0,spatial,layer1,405
0.9905967836725972,spatial,layer2,405
0.9906206167370832,spatial,layer3,405
1.0,spatial,layer4,405
0.9998127308942952,spatial,layer5,405
1.0,spatial,layer1,406
0.9928712629465956,spatial,layer2,406
0.9964571511402346,spatial,layer3,406
1.0,spatial,layer4,406
1.0,spatial,layer5,406
1.0,spatial,layer1,407
0.999355055373648,spatial,layer2,407
0.9877385880617504,spatial,layer3,407
1.0,spatial,layer4,407
1.0,spatial,layer5,407
1.0,spatial,layer1,408
0.9949740114029264,spatial,layer2,408
0.970199141360096,spatial,layer3,408
1.0,spatial,layer4,408
0.999994325178615,spatial,layer5,408
1.0,spatial,layer1,409
0.9950617849319564,spatial,layer2,409
0.991916676969777,spatial,layer3,409
1.0,spatial,layer4,409
1.0,spatial,layer5,409
1.0,spatial,layer1,410
0.9991031835077356,spatial,layer2,410
0.996516838124635,spatial,layer3,410
1.0,spatial,layer4,410
1.0,spatial,layer5,410
1.0,spatial,layer1,411
0.9952602294323724,spatial,layer2,411
0.9998891527432564,spatial,layer3,411
1.0,spatial,layer4,411
1.0,spatial,layer5,411
1.0,spatial,layer1,412
0.9977178882452165,spatial,layer2,412
0.9999360496595712,spatial,layer3,412
1.0,spatial,layer4,412
1.0,spatial,layer5,412
1.0,spatial,layer1,413
0.9902762194796174,spatial,layer2,413
1.0,spatial,layer3,413
1.0,spatial,layer4,413
0.999994325178615,spatial,layer5,413
1.0,spatial,layer1,414
0.9967714606278478,spatial,layer2,414
1.0,spatial,layer3,414
1.0,spatial,layer4,414
1.0,spatial,layer5,414
1.0,spatial,layer1,415
0.9970958410612202,spatial,layer2,415
0.9916736656761468,spatial,layer3,415
1.0,spatial,layer4,415
1.0,spatial,layer5,415
1.0,spatial,layer1,416
0.9940046863432022,spatial,layer2,416
0.9935538056847588,spatial,layer3,416
1.0,spatial,layer4,416
1.0,spatial,layer5,416
1.0,spatial,layer1,417
0.988379548004488,spatial,layer2,417
0.9058608355325144,spatial,layer3,417
1.0,spatial,layer4,417
0.9998354301798352,spatial,layer5,417
1.0,spatial,layer1,418
0.9889672490249506,spatial,layer2,418
0.999927522947514,spatial,layer3,418
1.0,spatial,layer4,418
1.0,spatial,layer5,418
1.0,spatial,layer1,419
0.9839641578702326,spatial,layer2,419
1.0,spatial,layer3,419
1.0,spatial,layer4,419
1.0,spatial,layer5,419
1.0,spatial,layer1,420
0.9835252902250818,spatial,layer2,420
0.9952378313160554,spatial,layer3,420
1.0,spatial,layer4,420
1.0,spatial,layer5,420
1.0,spatial,layer1,421
0.9927529594944244,spatial,layer2,421
0.9768499767647096,spatial,layer3,421
1.0,spatial,layer4,421
1.0,spatial,layer5,421
1.0,spatial,layer1,422
0.964570024194964,spatial,layer2,422
0.9896784150547628,spatial,layer3,422
1.0,spatial,layer4,422
0.99978435678737,spatial,layer5,422
1.0,spatial,layer1,423
0.9974698326196964,spatial,layer2,423
1.0,spatial,layer3,423
1.0,spatial,layer4,423
1.0,spatial,layer5,423
1.0,spatial,layer1,424
0.9965463024446836,spatial,layer2,424
0.9963121970352622,spatial,layer3,424
1.0,spatial,layer4,424
1.0,spatial,layer5,424
1.0,spatial,layer1,425
0.99343225028431,spatial,layer2,425
0.9986485161389342,spatial,layer3,425
1.0,spatial,layer4,425
1.0,spatial,layer5,425
1.0,spatial,layer1,426
0.9930200963219076,spatial,layer2,426
0.9998678359631136,spatial,layer3,426
1.0,spatial,layer4,426
0.99990920285784,spatial,layer5,426
1.0,spatial,layer1,427
0.9935047588517696,spatial,layer2,427
0.9902880749668524,spatial,layer3,427
1.0,spatial,layer4,427
1.0,spatial,layer5,427
1.0,spatial,layer1,428
0.984811363237393,spatial,layer2,428
0.9990194281134224,spatial,layer3,428
1.0,spatial,layer4,428
0.9998013812515252,spatial,layer5,428
1.0,spatial,layer1,429
0.9907532495286944,spatial,layer2,429
1.0,spatial,layer3,429
1.0,spatial,layer4,429
0.9998467798226052,spatial,layer5,429
1.0,spatial,layer1,430
0.9920774849449316,spatial,layer2,430
0.9987209931914204,spatial,layer3,430
1.0,spatial,layer4,430
0.999994325178615,spatial,layer5,430
1.0,spatial,layer1,431
1.0,spatial,layer2,431
0.9907357273498552,spatial,layer3,431
1.0,spatial,layer4,431
1.0,spatial,layer5,431
1.0,spatial,layer1,432
0.9920736687045392,spatial,layer2,432
0.9982989209445892,spatial,layer3,432
1.0,spatial,layer4,432
1.0,spatial,layer5,432
1.0,spatial,layer1,433
0.9934246178035246,spatial,layer2,433
1.0,spatial,layer3,433
1.0,spatial,layer4,433
1.0,spatial,layer5,433
1.0,spatial,layer1,434
0.9916500660209588,spatial,layer2,434
0.9939716145755616,spatial,layer3,434
1.0,spatial,layer4,434
0.9998013812515252,spatial,layer5,434
1.0,spatial,layer1,435
0.99584029797205,spatial,layer2,435
1.0,spatial,layer3,435
1.0,spatial,layer4,435
0.999869479108145,spatial,layer5,435
1.0,spatial,layer1,436
0.9887459070821788,spatial,layer2,436
0.9979962226665586,spatial,layer3,436
1.0,spatial,layer4,436
1.0,spatial,layer5,436
1.0,spatial,layer1,437
0.9934971263709844,spatial,layer2,437
1.0,spatial,layer3,437
1.0,spatial,layer4,437
1.0,spatial,layer5,437
1.0,spatial,layer1,438
0.9939703401796686,spatial,layer2,438
0.9975656237076702,spatial,layer3,438
1.0,spatial,layer4,438
1.0,spatial,layer5,438
1.0,spatial,layer1,439
0.9907608820094796,spatial,layer2,439
1.0,spatial,layer3,439
1.0,spatial,layer4,439
1.0,spatial,layer5,439
1.0,spatial,layer1,440
0.999851166624688,spatial,layer2,440
0.984673235077188,spatial,layer3,440
1.0,spatial,layer4,440
0.999869479108145,spatial,layer5,440
1.0,spatial,layer1,441
0.991470702722506,spatial,layer2,441
1.0,spatial,layer3,441
1.0,spatial,layer4,441
0.999994325178615,spatial,layer5,441
1.0,spatial,layer1,442
1.0,spatial,layer2,442
0.9922577454520648,spatial,layer3,442
1.0,spatial,layer4,442
1.0,spatial,layer5,442
1.0,spatial,layer1,443
0.9928941603889512,spatial,layer2,443
0.997578413775756,spatial,layer3,443
1.0,spatial,layer4,443
0.9998808287509152,spatial,layer5,443
1.0,spatial,layer1,444
0.9998931452690067,spatial,layer2,444
0.9928332985159256,spatial,layer3,444
1.0,spatial,layer4,444
1.0,spatial,layer5,444
1.0,spatial,layer1,445
0.9908333905769392,spatial,layer2,445
0.9947518087287952,spatial,layer3,445
1.0,spatial,layer4,445
0.9998467798226052,spatial,layer5,445
1.0,spatial,layer1,446
0.9934169853227396,spatial,layer2,446
0.8901077350068427,spatial,layer3,446
1.0,spatial,layer4,446
0.9998865035723,spatial,layer5,446
1.0,spatial,layer1,447
0.9017852372556652,spatial,layer2,447
0.9862592035198268,spatial,layer3,447
1.0,spatial,layer4,447
1.0,spatial,layer5,447
1.0,spatial,layer1,448
0.9952983918362984,spatial,layer2,448
0.9960009720451746,spatial,layer3,448
1.0,spatial,layer4,448
1.0,spatial,layer5,448
1.0,spatial,layer1,449
0.9919019378868714,spatial,layer2,449
1.0,spatial,layer3,449
1.0,spatial,layer4,449
1.0,spatial,layer5,449
1.0,spatial,layer1,450
0.9871697998000292,spatial,layer2,450
0.9837949837352968,spatial,layer3,450
1.0,spatial,layer4,450
0.999892178393685,spatial,layer5,450
1.0,spatial,layer1,451
0.9967409307047068,spatial,layer2,451
0.9910341622718573,spatial,layer3,451
1.0,spatial,layer4,451
1.0,spatial,layer5,451
1.0,spatial,layer1,452
0.9987978842763264,spatial,layer2,452
0.9944789539429648,spatial,layer3,452
1.0,spatial,layer4,452
1.0,spatial,layer5,452
1.0,spatial,layer1,453
0.9999389401537182,spatial,layer2,453
0.9989298976368216,spatial,layer3,453
1.0,spatial,layer4,453
1.0,spatial,layer5,453
1.0,spatial,layer1,454
0.9955197337790702,spatial,layer2,454
0.9972671887856684,spatial,layer3,454
1.0,spatial,layer4,454
0.9998865035723,spatial,layer5,454
1.0,spatial,layer1,455
0.9874445691082973,spatial,layer2,455
0.9980857531431592,spatial,layer3,455
1.0,spatial,layer4,455
1.0,spatial,layer5,455
1.0,spatial,layer1,456
0.9991298971904838,spatial,layer2,456
0.9858371312729954,spatial,layer3,456
1.0,spatial,layer4,456
0.9997957064301402,spatial,layer5,456
1.0,spatial,layer1,457
0.9939054640929942,spatial,layer2,457
0.9956812203430296,spatial,layer3,457
1.0,spatial,layer4,457
0.9998808287509152,spatial,layer5,457
1.0,spatial,layer1,458
0.9850670513436982,spatial,layer2,458
0.994594064555737,spatial,layer3,458
1.0,spatial,layer4,458
0.999994325178615,spatial,layer5,458
1.0,spatial,layer1,459
0.998057533640159,spatial,layer2,459
0.9980260661587588,spatial,layer3,459
1.0,spatial,layer4,459
1.0,spatial,layer5,459
1.0,spatial,layer1,460
0.9959814988665766,spatial,layer2,460
1.0,spatial,layer3,460
1.0,spatial,layer4,460
0.999914877679225,spatial,layer5,460
1.0,spatial,layer1,461
0.989409932910494,spatial,layer2,461
0.9998635726070848,spatial,layer3,461
1.0,spatial,layer4,461
1.0,spatial,layer5,461
1.0,spatial,layer1,462
0.9937604469580748,spatial,layer2,462
0.9998763626751708,spatial,layer3,462
1.0,spatial,layer4,462
1.0,spatial,layer5,462
1.0,spatial,layer1,463
1.0,spatial,layer2,463
1.0,spatial,layer3,463
1.0,spatial,layer4,463
1.0,spatial,layer5,463
1.0,spatial,layer1,464
0.9945465924789534,spatial,layer2,464
0.999884889387228,spatial,layer3,464
1.0,spatial,layer4,464
0.99985245464399,spatial,layer5,464
1.0,spatial,layer1,465
0.9998435341439028,spatial,layer2,465
0.9891625489753024,spatial,layer3,465
1.0,spatial,layer4,465
0.9998127308942952,spatial,layer5,465
1.0,spatial,layer1,466
0.9990612048634168,spatial,layer2,466
0.9987082031233346,spatial,layer3,466
1.0,spatial,layer4,466
1.0,spatial,layer5,466
1.0,spatial,layer1,467
1.0,spatial,layer2,467
0.9939716145755616,spatial,layer3,467
1.0,spatial,layer4,467
1.0,spatial,layer5,467
1.0,spatial,layer1,468
0.9914745189628984,spatial,layer2,468
0.9970284408480669,spatial,layer3,468
1.0,spatial,layer4,468
1.0,spatial,layer5,468
1.0,spatial,layer1,469
0.9951304772590236,spatial,layer2,469
0.9870820312333464,spatial,layer3,469
1.0,spatial,layer4,469
1.0,spatial,layer5,469
1.0,spatial,layer1,470
0.9970042512917974,spatial,layer2,470
0.9953188350805988,spatial,layer3,470
1.0,spatial,layer4,470
1.0,spatial,layer5,470
1.0,spatial,layer1,471
1.0,spatial,layer2,471
1.0,spatial,layer3,471
1.0,spatial,layer4,471
1.0,spatial,layer5,471
1.0,spatial,layer1,472
0.9999160427113624,spatial,layer2,472
1.0,spatial,layer3,472
1.0,spatial,layer4,472
0.99978435678737,spatial,layer5,472
1.0,spatial,layer1,473
1.0,spatial,layer2,473
1.0,spatial,layer3,473
1.0,spatial,layer4,473
1.0,spatial,layer5,473
1.0,spatial,layer1,474
1.0,spatial,layer2,474
1.0,spatial,layer3,474
1.0,spatial,layer4,474
1.0,spatial,layer5,474
1.0,spatial,layer1,475
1.0,spatial,layer2,475
1.0,spatial,layer3,475
1.0,spatial,layer4,475
0.9984791478688207,spatial,layer5,475
1.0,spatial,layer1,476
0.9998778803074364,spatial,layer2,476
0.9998891527432564,spatial,layer3,476
1.0,spatial,layer4,476
1.0,spatial,layer5,476
1.0,spatial,layer1,477
0.99991222647097,spatial,layer2,477
1.0,spatial,layer3,477
1.0,spatial,layer4,477
1.0,spatial,layer5,477
1.0,spatial,layer1,478
1.0,spatial,layer2,478
0.9999062061673708,spatial,layer3,478
1.0,spatial,layer4,478
1.0,spatial,layer5,478
1.0,spatial,layer1,479
0.9998206367015472,spatial,layer2,479
0.999884889387228,spatial,layer3,479
1.0,spatial,layer4,479
1.0,spatial,layer5,479
1.0,spatial,layer1,480
1.0,spatial,layer2,480
0.9999104695233996,spatial,layer3,480
1.0,spatial,layer4,480
0.99981840571568,spatial,layer5,480
1.0,spatial,layer1,481
0.9999045939901846,spatial,layer2,481
1.0,spatial,layer3,481
1.0,spatial,layer4,481
1.0,spatial,layer5,481
1.0,spatial,layer1,482
0.990241873316084,spatial,layer2,482
1.0,spatial,layer3,482
1.0,spatial,layer4,482
1.0,spatial,layer5,482
1.0,spatial,layer1,483
1.0,spatial,layer2,483
1.0,spatial,layer3,483
1.0,spatial,layer4,483
1.0,spatial,layer5,483
1.0,spatial,layer1,484
1.0,spatial,layer2,484
1.0,spatial,layer3,484
1.0,spatial,layer4,484
1.0,spatial,layer5,484
1.0,spatial,layer1,485
1.0,spatial,layer2,485
0.9999317863035424,spatial,layer3,485
1.0,spatial,layer4,485
1.0,spatial,layer5,485
1.0,spatial,layer1,486
1.0,spatial,layer2,486
1.0,spatial,layer3,486
1.0,spatial,layer4,486
1.0,spatial,layer5,486
1.0,spatial,layer1,487
1.0,spatial,layer2,487
1.0,spatial,layer3,487
1.0,spatial,layer4,487
0.7897932662569446,spatial,layer5,487
1.0,spatial,layer1,488
1.0,spatial,layer2,488
1.0,spatial,layer3,488
1.0,spatial,layer4,488
0.9984507737618958,spatial,layer5,488
0.999977213690015,spatial,layer1,489
0.9999160427113624,spatial,layer2,489
0.9999317863035424,spatial,layer3,489
1.0,spatial,layer4,489
0.9997900316087552,spatial,layer5,489
1.0,spatial,layer1,490
0.999881696547829,spatial,layer2,490
1.0,spatial,layer3,490
1.0,spatial,layer4,490
0.99976165750183,spatial,layer5,490
1.0,spatial,layer1,491
1.0,spatial,layer2,491
1.0,spatial,layer3,491
1.0,spatial,layer4,491
1.0,spatial,layer5,491
1.0,spatial,layer1,492
1.0,spatial,layer2,492
1.0,spatial,layer3,492
1.0,spatial,layer4,492
0.9986096687606758,spatial,layer5,492
1.0,spatial,layer1,493
1.0,spatial,layer2,493
0.999927522947514,spatial,layer3,493
1.0,spatial,layer4,493
0.9984734730474358,spatial,layer5,493
1.0,spatial,layer1,494
0.9998473503842954,spatial,layer2,494
0.9998507825389992,spatial,layer3,494
1.0,spatial,layer4,494
1.0,spatial,layer5,494
1.0,spatial,layer1,495
1.0,spatial,layer2,495
1.0,spatial,layer3,495
1.0,spatial,layer4,495
1.0,spatial,layer5,495
1.0,spatial,layer1,496
1.0,spatial,layer2,496
1.0,spatial,layer3,496
1.0,spatial,layer4,496
1.0,spatial,layer5,496
1.0,spatial,layer1,497
1.0,spatial,layer2,497
1.0,spatial,layer3,497
1.0,spatial,layer4,497
1.0,spatial,layer5,497
1.0,spatial,layer1,498
0.9997901067784062,spatial,layer2,498
1.0,spatial,layer3,498
1.0,spatial,layer4,498
1.0,spatial,layer5,498
1.0,spatial,layer1,499
1.0,spatial,layer2,499
1.0,spatial,layer3,499
1.0,spatial,layer4,499
1.0,spatial,layer5,499
1.0,spatial,layer1,500
0.9998282691823324,spatial,layer2,500
1.0,spatial,layer3,500
1.0,spatial,layer4,500
0.999869479108145,spatial,layer5,500
0.9999202479150526,spatial,layer1,501
0.9998702478266512,spatial,layer2,501
1.0,spatial,layer3,501
1.0,spatial,layer4,501
1.0,spatial,layer5,501
1.0,spatial,layer1,502
1.0,spatial,layer2,502
1.0,spatial,layer3,502
1.0,spatial,layer4,502
1.0,spatial,layer5,502
1.0,spatial,layer1,503
1.0,spatial,layer2,503
1.0,spatial,layer3,503
1.0,spatial,layer4,503
0.9998808287509152,spatial,layer5,503
1.0,spatial,layer1,504
1.0,spatial,layer2,504
1.0,spatial,layer3,504
1.0,spatial,layer4,504
1.0,spatial,layer5,504
1.0,spatial,layer1,505
1.0,spatial,layer2,505
0.9999403130155996,spatial,layer3,505
1.0,spatial,layer4,505
1.0,spatial,layer5,505
1.0,spatial,layer1,506
1.0,spatial,layer2,506
1.0,spatial,layer3,506
1.0,spatial,layer4,506
1.0,spatial,layer5,506
1.0,spatial,layer1,507
1.0,spatial,layer2,507
1.0,spatial,layer3,507
1.0,spatial,layer4,507
0.999994325178615,spatial,layer5,507
1.0,spatial,layer1,508
1.0,spatial,layer2,508
0.9986016192226196,spatial,layer3,508
1.0,spatial,layer4,508
0.999994325178615,spatial,layer5,508
1.0,spatial,layer1,509
0.9998931452690067,spatial,layer2,509
0.9998934160992852,spatial,layer3,509
1.0,spatial,layer4,509
1.0,spatial,layer5,509
1.0,spatial,layer1,510
1.0,spatial,layer2,510
1.0,spatial,layer3,510
1.0,spatial,layer4,510
0.999994325178615,spatial,layer5,510
1.0,spatial,layer1,511
1.0,spatial,layer2,511
1.0,spatial,layer3,511
1.0,spatial,layer4,511
0.99981840571568,spatial,layer5,511
1.0,spatial,layer1,512
1.0,spatial,layer2,512
1.0,spatial,layer3,512
1.0,spatial,layer4,512
0.999994325178615,spatial,layer5,512
1.0,spatial,layer1,513
0.9998206367015472,spatial,layer2,513
0.999884889387228,spatial,layer3,513
1.0,spatial,layer4,513
1.0,spatial,layer5,513
1.0,spatial,layer1,514
0.9998969615093994,spatial,layer2,514
0.999872099319142,spatial,layer3,514
1.0,spatial,layer4,514
0.999869479108145,spatial,layer5,514
1.0,spatial,layer1,515
1.0,spatial,layer2,515
0.999927522947514,spatial,layer3,515
1.0,spatial,layer4,515
1.0,spatial,layer5,515
1.0,spatial,layer1,516
1.0,spatial,layer2,516
1.0,spatial,layer3,516
1.0,spatial,layer4,516
1.0,spatial,layer5,516
1.0,spatial,layer1,517
1.0,spatial,layer2,517
1.0,spatial,layer3,517
1.0,spatial,layer4,517
0.9984053751908158,spatial,layer5,517
1.0,spatial,layer1,518
0.9999084102305772,spatial,layer2,518
0.9998593092510564,spatial,layer3,518
1.0,spatial,layer4,518
1.0,spatial,layer5,518
1.0,spatial,layer1,519
1.0,spatial,layer2,519
0.9999062061673708,spatial,layer3,519
1.0,spatial,layer4,519
1.0,spatial,layer5,519
1.0,spatial,layer1,520
1.0,spatial,layer2,520
0.9999019428113424,spatial,layer3,520
1.0,spatial,layer4,520
1.0,spatial,layer5,520
1.0,spatial,layer1,521
1.0,spatial,layer2,521
0.9998763626751708,spatial,layer3,521
1.0,spatial,layer4,521
0.998416724833586,spatial,layer5,521
1.0,spatial,layer1,522
0.9999084102305772,spatial,layer2,522
1.0,spatial,layer3,522
1.0,spatial,layer4,522
0.99987515392953,spatial,layer5,522
1.0,spatial,layer1,523
1.0,spatial,layer2,523
0.9999232595914852,spatial,layer3,523
1.0,spatial,layer4,523
1.0,spatial,layer5,523
1.0,spatial,layer1,524
1.0,spatial,layer2,524
0.9998891527432564,spatial,layer3,524
1.0,spatial,layer4,524
0.999994325178615,spatial,layer5,524
1.0,spatial,layer1,525
1.0,spatial,layer2,525
0.9996461414496264,spatial,layer3,525
0.9453531642290208,spatial,layer4,525
0.9859491422507476,spatial,layer5,525
1.0,spatial,layer1,526
1.0,spatial,layer2,526
1.0,spatial,layer3,526
1.0,spatial,layer4,526
0.9984961723329758,spatial,layer5,526
1.0,spatial,layer1,527
1.0,spatial,layer2,527
1.0,spatial,layer3,527
1.0,spatial,layer4,527
0.999994325178615,spatial,layer5,527
1.0,spatial,layer1,528
0.9998549828650808,spatial,layer2,528
0.9998891527432564,spatial,layer3,528
1.0,spatial,layer4,528
1.0,spatial,layer5,528
1.0,spatial,layer1,529
1.0,spatial,layer2,529
0.9999403130155996,spatial,layer3,529
1.0,spatial,layer4,529
0.999994325178615,spatial,layer5,529
1.0,spatial,layer1,530
0.9476068356497912,spatial,layer2,530
1.0,spatial,layer3,530
1.0,spatial,layer4,530
0.911898397997923,spatial,layer5,530
1.0,spatial,layer1,531
0.9967943580702036,spatial,layer2,531
0.999927522947514,spatial,layer3,531
1.0,spatial,layer4,531
1.0,spatial,layer5,531
1.0,spatial,layer1,532
1.0,spatial,layer2,532
0.9999360496595712,spatial,layer3,532
1.0,spatial,layer4,532
1.0,spatial,layer5,532
1.0,spatial,layer1,533
0.999900777749792,spatial,layer2,533
1.0,spatial,layer3,533
1.0,spatial,layer4,533
0.99989785321507,spatial,layer5,533
1.0,spatial,layer1,534
1.0,spatial,layer2,534
0.9998678359631136,spatial,layer3,534
1.0,spatial,layer4,534
1.0,spatial,layer5,534
1.0,spatial,layer1,535
1.0,spatial,layer2,535
0.9998678359631136,spatial,layer3,535
1.0,spatial,layer4,535
1.0,spatial,layer5,535
1.0,spatial,layer1,536
1.0,spatial,layer2,536
1.0,spatial,layer3,536
1.0,spatial,layer4,536
0.9983997003694308,spatial,layer5,536
1.0,spatial,layer1,537
1.0,spatial,layer2,537
1.0,spatial,layer3,537
1.0,spatial,layer4,537
1.0,spatial,layer5,537
1.0,spatial,layer1,538
1.0,spatial,layer2,538
0.9998507825389992,spatial,layer3,538
1.0,spatial,layer4,538
0.9998013812515252,spatial,layer5,538
1.0,spatial,layer1,539
1.0,spatial,layer2,539
0.9959370217047456,spatial,layer3,539
1.0,spatial,layer4,539
0.99986380428676,spatial,layer5,539
1.0,spatial,layer1,540
1.0,spatial,layer2,540
1.0,spatial,layer3,540
1.0,spatial,layer4,540
1.0,spatial,layer5,540
1.0,spatial,layer1,541
0.9999198589517552,spatial,layer2,541
0.9999062061673708,spatial,layer3,541
1.0,spatial,layer4,541
1.0,spatial,layer5,541
1.0,spatial,layer1,542
0.9998359016631176,spatial,layer2,542
0.9999317863035424,spatial,layer3,542
1.0,spatial,layer4,542
1.0,spatial,layer5,542
1.0,spatial,layer1,543
1.0,spatial,layer2,543
1.0,spatial,layer3,543
1.0,spatial,layer4,543
1.0,spatial,layer5,543
1.0,spatial,layer1,544
1.0,spatial,layer2,544
